0, 11, 14
1, 523, 528
2, 1034, 1039
3, 1547, 1550
4, 2058, 2061
5, 2570, 2572
6, 3081, 3083
7, 3593, 3594
8, 4104, 4105
9, 4616, 4616
10, 5127, 5127
11, 5640, 5638
12, 6151, 6149
13, 6663, 6660
14, 7174, 7171
15, 7686, 7682
16, 8197, 8193
17, 8709, 8704
18, 9220, 9215
19, 9733, 9726
20, 10244, 10237
21, 10756, 10748
22, 11267, 11259
23, 11779, 11770
24, 12290, 12281
25, 12802, 12792
26, 13313, 13303
27, 13826, 13814
28, 14337, 14325
29, 14849, 14836
30, 15360, 15347
31, 15872, 15858
32, 16383, 16369
33, 16895, 16880
34, 17406, 17391
35, 17919, 17902
36, 18430, 18413
37, 18942, 18924
38, 19453, 19435
39, 19965, 19946
40, 20476, 20457
41, 20988, 20968
42, 21499, 21479
43, 22012, 21990
44, 22523, 22501
45, 23035, 23012
46, 23546, 23523
47, 24058, 24034
48, 24569, 24545
49, 25081, 25056
50, 25592, 25567
51, 26105, 26078
52, 26616, 26589
53, 27128, 27100
54, 27639, 27611
55, 28151, 28122
56, 28662, 28633
57, 29174, 29144
58, 29685, 29655
59, 30198, 30166
60, 30709, 30677
61, 31221, 31188
62, 31732, 31699
63, 32244, 32210
64, 32755, 32721
65, 33267, 33232
66, 33778, 33743
67, 34291, 34254
68, 34802, 34765
69, 35314, 35276
70, 35825, 35787
71, 36337, 36298
72, 36848, 36809
73, 37360, 37320
74, 37871, 37831
75, 38384, 38342
76, 38895, 38853
77, 39407, 39364
78, 39918, 39875
79, 40430, 40386
80, 40941, 40897
81, 41453, 41408
82, 41964, 41919
83, 42477, 42430
84, 42988, 42941
85, 43500, 43452
86, 44011, 43963
87, 44523, 44474
88, 45034, 44985
89, 45546, 45496
90, 46057, 46007
91, 46570, 46518
92, 47081, 47029
93, 47593, 47540
94, 48104, 48051
95, 48616, 48562
96, 49127, 49073
97, 49639, 49584
98, 50150, 50095
99, 50663, 50606
100, 51174, 51117
101, 51686, 51628
102, 52197, 52139
103, 52709, 52650
104, 53220, 53161
105, 53732, 53672
106, 54243, 54183
107, 54756, 54694
108, 55267, 55205
109, 55779, 55716
110, 56290, 56227
111, 56802, 56738
112, 57313, 57249
113, 57825, 57760
114, 58336, 58271
115, 58849, 58782
116, 59360, 59293
117, 59872, 59804
118, 60383, 60315
119, 60895, 60826
120, 61406, 61337
121, 61918, 61848
122, 62429, 62359
123, 62942, 62870
124, 63453, 63381
125, 63965, 63892
126, 64476, 64403
127, 64988, 64914
128, 65499, 65425
129, 66011, 65939
130, 66522, 66450
131, 67035, 66961
132, 67546, 67472
133, 68058, 67983
134, 68569, 68494
135, 69081, 69005
136, 69592, 69516
137, 70104, 70027
138, 70615, 70538
139, 71128, 71049
140, 71639, 71560
141, 72151, 72071
142, 72662, 72582
143, 73174, 73093
144, 73685, 73604
145, 74197, 74115
146, 74708, 74626
147, 75221, 75137
148, 75732, 75648
149, 76244, 76159
150, 76755, 76670
151, 77267, 77181
152, 77778, 77692
153, 78290, 78203
154, 78801, 78714
155, 79314, 79225
156, 79825, 79736
157, 80337, 80247
158, 80848, 80758
159, 81360, 81269
160, 81871, 81780
161, 82383, 82291
162, 82894, 82802
163, 83407, 83313
164, 83918, 83824
165, 84430, 84335
166, 84941, 84846
167, 85453, 85357
168, 85964, 85868
169, 86476, 86379
170, 86987, 86890
171, 87500, 87401
172, 88011, 87912
173, 88523, 88423
174, 89034, 88934
175, 89546, 89445
176, 90057, 89956
177, 90569, 90467
178, 91080, 90978
179, 91593, 91489
180, 92104, 92000
181, 92616, 92511
182, 93127, 93022
183, 93639, 93533
184, 94150, 94044
185, 94662, 94555
186, 95173, 95066
187, 95686, 95577
188, 96197, 96088
189, 96709, 96599
190, 97220, 97110
191, 97732, 97621
192, 98243, 98132
193, 98755, 98643
194, 99266, 99154
195, 99779, 99665
196, 100290, 100176
197, 100802, 100687
198, 101313, 101198
199, 101825, 101709
200, 102336, 102220
201, 102848, 102731
202, 103359, 103242
203, 103872, 103753
204, 104383, 104264
205, 104895, 104775
206, 105406, 105286
207, 105918, 105797
208, 106429, 106308
209, 106941, 106819
210, 107452, 107330
211, 107965, 107841
212, 108476, 108352
213, 108988, 108863
214, 109499, 109374
215, 110011, 109885
216, 110522, 110396
