0,243.125,306.5625,20.6931702344546
1,328.1875,390.9375,16.0511590727418
2,359.1875,417.25,13.9155182744158
3,236.625,309,23.4223300970874
4,257.5625,334.1875,22.9287450907051
5,314,366.25,14.2662116040956
6,213.1875,274.4375,22.3183785014803
7,268.0625,347.3125,22.8180673025013
8,264.25,338.375,21.9061691909863
9,210.0625,299.75,29.9207673060884
10,368.3125,436.75,15.6697195191757
11,194.25,240.4375,19.2097738497531
12,306.125,389.25,21.3551701991008
13,160.125,249,35.6927710843374
14,409.1875,489.4375,16.3963733878176
15,431.4375,495.5625,12.9398410896708
16,291.75,374.625,22.1221221221221
17,267.375,349.125,23.4156820622986
18,347.6875,444.125,21.7140444694624
19,360.8125,442.8125,18.5179957657022
20,361.3125,430.5,16.0714285714286
21,388,472.625,17.905316053954
22,394.9375,492.875,19.8706568602587
23,247.25,333.0625,25.764683805592
24,402.75,497.625,19.0655614167295
25,421.4375,506.375,16.7736361392249
26,520.4375,587.4375,11.4054686668795
27,338.75,423.5625,20.0236092666372
28,418,491.25,14.910941475827
29,281,385.875,27.1784904437966
30,324.125,403.375,19.6467307096374
31,321.4375,410.5625,21.7080225300655
32,272.75,365.0625,25.2867659647321
33,417.1875,500.5625,16.6562617055812
34,317.9375,438,27.4115296803653
35,325.5,404,19.4306930693069
36,495.6875,603.5,17.8645401822701
37,390.875,466.875,16.2784471218206
38,456.5625,549.4375,16.9036514617222
39,354.6875,445,20.2949438202247
40,384.3125,449.25,14.4546466332777
41,269.4375,387.1875,30.4116222760291
42,504.75,614.125,17.8098921229391
43,422.5,508.75,16.953316953317
44,456.9375,557.8125,18.0840336134454
45,422.75,498.875,15.2593335003758
46,497.4375,610.125,18.4695759065765
47,386.1875,485.8125,20.5068827994339
48,458.375,534.5625,14.252309131299
49,432.375,538.1875,19.6608988503077
50,500.875,599.8125,16.4947379389393
51,658.875,793.625,16.9790518191841
52,649.8125,746,12.8937667560322
53,469.625,572.0625,17.9066972577297
54,544.625,642,15.167445482866
55,507.625,608.375,16.5605095541401
56,493.375,609.1875,19.0109777367395
57,498.4375,614.25,18.8542938542939
58,340.1875,439.5,22.5967007963595
59,490.875,617.9375,20.5623546070598
60,440.125,543.6875,19.0481664559145
61,495.4375,596.6875,16.9686812611292
62,450.9375,555.4375,18.8139979745696
63,410.1875,515.5625,20.438841071645
64,378.0625,498.125,24.1028858218319
65,558.125,714.9375,21.9337354663869
66,452.9375,582.5625,22.2508314558524
67,527.8125,655.375,19.4640473011635
68,535.0625,625.0625,14.3985601439856
69,549.9375,663.8125,17.1546935316825
